Facility Name,Longitude,Latitude,Organization Unit Rural_Urban_Semi,Organization Unit Type,Physical Address,Oral Pills (contraception),Injectables,IUDs (contraception),Implants (contraception),Female Sterilization (contraception),Male Sterilization (contraception),Male Medical Circumcision (MMC),TB,Maternal Health,Mental Health,Child Health,Oral health services,Rehabilitation Services,Minor Ailments,Sexually Transmitted Infections Screenings,HIV Testing,HIV Treatment (ART),Oral PrEP,Termination of Pregnancy - 1st Trimester,Termination of Pregnancy - 2nd Trimester
Heldervue Pharmacy                                ,18.820986,-34.061766,,Pharmacy,Heldervue ,,,,,,,,,,,,,,,,,,,,
Hypermed Pharmacy                                 ,22.937506,-30.559482,,Pharmacy,Cnr York & Main Road,,,,,,,,,,,,,,,,,,,,
Jafmed Pharmacy,18.509752,-34.01682,,Pharmacy,328 Ottery Road,,,,,,,,,,,,,,,,,,,,
Kem-Park Pharmacy                                 ,18.506,-34.014661,,Pharmacy,Ottery Road,,,,,,,,,,,,,,,,,,,,
Kemtique Pharmacy                                 ,18.559543,-33.878105,,Pharmacy,102 Monte Vista Boulevard,,,,,,,,,,,,,,,,,,,,
Kenmed Pharmacy                                   ,27.99938,-26.13843,,Pharmacy,90 5th Avenue,,,,,,,,,,,,,,,,,,,,
Kenridge Pharmacy                                 ,18.633869,-33.861605,,Pharmacy,"IPIC Kendridge Centre, Door De Kraal Ave, Kenridge, Cape Town, 7550",,,,,,,,,,,,,,,,,,,,
Khayelitsha Pharmacy,18.665797,-34.023849,,Pharmacy,"Site B, Sulani Road",,,,,,,,,,,,,,,,,,,,
Klein Panorama Pharmacy,18.571328,-33.88403,,Pharmacy,"President Swart St, Panorama, Parow, 7500",,,,,,,,,,,,,,,,,,,,
Vitacare Pharmacy - Kromboom,18.501682,-33.973315,,Pharmacy,Kromboom Street,,,,,,,,,,,,,,,,,,,,
Lakeside Pharmacy                                 ,18.467744,-34.104472,,Pharmacy,62 Main Road,,,,,,,,,,,,,,,,,,,,
Lentegeur Pharmacy                                ,18.614238,-34.047193,,Pharmacy,Merrydale Road,,,,,,,,,,,,,,,,,,,,
Lifestyle Pharmacy                                ,18.459002,-34.064609,,Pharmacy,"Shop17, Main Road",,,,,,,,,,,,,,,,,,,,
Lite Kem Pharmacy                                 ,18.42271,-33.92441,,Pharmacy,24 Darling Street,,,,,,,,,,,,,,,,,,,,
Meadowridge Pharmacy,18.44652,-34.04198,,Pharmacy,Shop 15/16 Firgrove Way,,,,,,,,,,,,,,,,,,,,
Medi-Kem Pharmacy                                 ,18.514941,-33.968386,,Pharmacy,77 Belgravia Road,,,,,,,,,,,,,,,,,,,,
Medi-Place Pharmacy                               ,18.454639,-33.931114,,Pharmacy,187 Victoria Road,,,,,,,,,,,,,,,,,,,,
Medi-Plein Pharmacy,18.65128,-33.82626,,Pharmacy,8A Plein Street,,,,,,,,,,,,,,,,,,,,
Merlot Pharmacy                                   ,18.504974,-33.822633,,Pharmacy,Shop 1 Merlot Avenue,,,,,,,,,,,,,,,,,,,,
Minikem Pharmacy - Goodwood                       ,18.552325,-33.910304,,Pharmacy,187 Voortrekker Road,,,,,,,,,,,,,,,,,,,,
M-Kem Medicine City,18.634201,-33.886651,,Pharmacy,Durban Road,,,,,,,,,,,,,,,,,,,,
Monument Pharmacy                                 ,18.33246,-33.05792,,Pharmacy,75 Voortrekker Road,,,,,,,,,,,,,,,,,,,,
Newlands Pharmacy                                 ,18.464793,-33.971558,,Pharmacy,"Shop 3, Dean Street Arcade",,,,,,,,,,,,,,,,,,,,
Noyes Pharmacy,18.46882,-33.995674,,Pharmacy,Cnr Mains Ave & Main Road,,,,,,,,,,,,,,,,,,,,
Nu-Pharmacy Cavendish Square                      ,18.463796,-33.980358,,Pharmacy,G42 Cavendish Square,,,,,,,,,,,,,,,,,,,,
Nu Crane Pharmacy Mitchell's Plain,18.614594,-34.028389,,Pharmacy,"Suite 1, Promenade Med Centre, Lentegeur",,,,,,,,,,,,,,,,,,,,
Nu-Crane Pharmacy                                 ,18.566122,-33.909258,,Pharmacy,281 Voortrekker Road,,,,,,,,,,,,,,,,,,,,
Nu-Kem Pharmacy                                   ,18.621271,-34.049445,,Pharmacy,18 Symphony Walk,,,,,,,,,,,,,,,,,,,,
Olsen`s Pharmacy                                  ,18.41856,-33.923251,,Pharmacy,129 Long Street,,,,,,,,,,,,,,,,,,,,
Panorama Pharmacy,18.576799,-33.884176,,Pharmacy,"Hendrik Verwoerd Drive, Panorama, Parow, 7500",,,,,,,,,,,,,,,,,,,,
Parow Family Pharmacy,18.551138,-33.911983,,Pharmacy,C/o Jan van Riebeeck & Voortrekker Road,,,,,,,,,,,,,,,,,,,,
Petrie`s Pharmacy                                 ,18.38611,-33.91969,,Pharmacy,13 Regent Road,,,,,,,,,,,,,,,,,,,,
Pharmacy City Pharmacy                            ,18.560877,-33.890907,,Pharmacy,Shop 35 ,,,,,,,,,,,,,,,,,,,,
Reddam Pharmacy                                   ,18.431871,-34.073096,,Pharmacy,,,,,,,,,,,,,,,,,,,,,
Reo Pharmacy                                      ,18.565606,-33.916838,,Pharmacy,Cnr Halt & Epping Ave,,,,,,,,,,,,,,,,,,,,
Rondebosch East Pharmacy,18.499916,-33.973361,,Pharmacy,88 Kroomboom Road,,,,,,,,,,,,,,,,,,,,
Rossiers Pharmacy                                 ,18.5122,-33.90839,,Pharmacy,"Shop 12, ",,,,,,,,,,,,,,,,,,,,
Rustenburg Pharmacy                               ,18.471126,-33.958852,,Pharmacy,23 Main Road,,,,,,,,,,,,,,,,,,,,
Seaside Pharmacy,18.47782,-33.82231,,Pharmacy,Shop 4 Blouberg Road,,,,,,,,,,,,,,,,,,,,
Sentinel Dispensary                               ,18.349332,-34.036707,,Pharmacy,Victoria Avenue,,,,,,,,,,,,,,,,,,,,
Silverglades Pharmacy                             ,18.420869,-34.132511,,Pharmacy,Valleyland Centre,,,,,,,,,,,,,,,,,,,,
Simon's Town Pharmacy,18.42051,-33.92319,,Pharmacy,102 St Georges Street,,,,,,,,,,,,,,,,,,,,
Stellenberg Pharmacy                              ,18.660023,-33.867464,,Pharmacy,Cnr Reiger & Haarlem Rds,,,,,,,,,,,,,,,,,,,,
Steps To Health Pharmacy                          ,18.460871,-34.033993,,Pharmacy,85 Boundry Road,,,,,,,,,,,,,,,,,,,,
Sun Valley No 2 Pharmacy                          ,18.389338,-34.124213,,Pharmacy,Shop G68 Longbeach Mall,,,,,,,,,,,,,,,,,,,,
Sunset Pharmacy,18.997439,-33.642424,,Pharmacy,3 Kloof Street,,,,,,,,,,,,,,,,,,,,
Symphony Pharmacy                                 ,18.621271,-34.049445,,Pharmacy,"Shop F2, Symphony Walk",,,,,,,,,,,,,,,,,,,,
David Bloom Pharmacy                              ,18.434779,-34.061808,,Pharmacy,Tokai Road,,,,,,,,,,,,,,,,,,,,
Southern Suburbs Pharmacy                         ,18.482975,-33.977552,,Pharmacy,56 Belvedere Road,,,,,,,,,,,,,,,,,,,,
Vigne Pharmacy,18.465016,-33.977683,,Pharmacy,35 Main Rd,,,,,,,,,,,,,,,,,,,,
Koeberg Pharmacy,18.58826,-33.90604,,Pharmacy,216 Voortrekker Road,,,,,,,,,,,,,,,,,,,,
Vitacare Pharmacy - Plattekloof                   ,22.937506,-30.559482,,Pharmacy,"Shop 2 , Olienhout Drive",,,,,,,,,,,,,,,,,,,,
Vitacare Pharmacy - Rondebosch                    ,18.470375,-33.962216,,Pharmacy,"Shop 15, Riverside Centre, Main Rd, Rondebosch, Cape Town, 7700",,,,,,,,,,,,,,,,,,,,
Vitacare Pharmacy - Lansdowne,18.512505,-33.998816,,Pharmacy,650 Lansdowne Road,,,,,,,,,,,,,,,,,,,,
Warrens Pharmacy,18.468194,-34.104773,,Pharmacy,71 Main Road,,,,,,,,,,,,,,,,,,,,
The Waterfront Pharmacy                           ,18.419815,-33.903607,,Pharmacy,"Shop 139 ,Victoria Wharf",,,,,,,,,,,,,,,,,,,,
Waterstone Pharmacy,18.822811,-34.070028,,Pharmacy,Shop 7,,,,,,,,,,,,,,,,,,,,
Wavecrest Pharmacy                                ,18.548543,-34.071615,,Pharmacy,Cnr Benguela & Wavecrest,,,,,,,,,,,,,,,,,,,,
Welgelegen Apteek,18.702861,-33.704139,,Pharmacy,Malmesbury Road,,,,,,,,,,,,,,,,,,,,
West-Care Pharmacy                                ,18.575314,-33.929314,,Pharmacy,306 Halt Road,,,,,,,,,,,,,,,,,,,,
Westgate Pharmacy,23.04496,-34.03514,,Pharmacy,Shop 81,,,,,,,,,,,,,,,,,,,,
Westport Pharmacy                                 ,18.475272,-33.803916,,Pharmacy,Shop 19 Sanddown Road,,,,,,,,,,,,,,,,,,,,
Wheelers Pharmacy,18.359005,-34.042673,,Pharmacy,Main Road,,,,,,,,,,,,,,,,,,,,
Witzen Pharmacy,19.315352,-33.366754,,Pharmacy,"25 Pick N Pay Cntr, 125 Voortrekker Str, Ceres",,,,,,,,,,,,,,,,,,,,
Wynberg Pharmacy                                  ,18.468892,-34.008467,,Pharmacy,222 Main Road,,,,,,,,,,,,,,,,,,,,
P Zetler Pharmacy,18.41562,-33.934065,,Pharmacy,12 Mill Street,,,,,,,,,,,,,,,,,,,,
Drakenstein Pharmacy,18.979288,-33.730016,,Pharmacy,"55 JAN VAN RIEBEECK ROAD, PAARL 7646",,,,,,,,,,,,,,,,,,,,
Gys Smit Pharmacy                                 ,18.965329,-33.730089,,Pharmacy,Fabriek Street,,,,,,,,,,,,,,,,,,,,
Paarl Noord Pharmacy,18.961139,-33.704185,,Pharmacy,555A Main Road,,,,,,,,,,,,,,,,,,,,
Roodeberg Apteek                                  ,18.962615,-33.744005,,Pharmacy,175 Main Road,,,,,,,,,,,,,,,,,,,,
McCaughey Pharmacy,25.586261,-32.718929,,Pharmacy,52 Nojoli Street,,,,,,,,,,,,,,,,,,,,
Durbell Tyger Valley Pharmacy,18.634983,-33.87405,,Pharmacy,Shop 553 ,,,,,,,,,,,,,,,,,,,,
Durban Street Pharmacy                            ,19.44241,-33.649457,,Pharmacy,126 B Durban Street,,,,,,,,,,,,,,,,,,,,
Fairbairn Pharmacy,19.450173,-33.644387,,Pharmacy,64A Fairbairn Street,,,,,,,,,,,,,,,,,,,,
Medi Kem Pharmacy,19.450368,-33.64123,,Pharmacy,"26A, Hoog Street",,,,,,,,,,,,,,,,,,,,
Narotam Pharmacy                                  ,19.443702,-33.646581,,Pharmacy,60 Adderley Street,,,,,,,,,,,,,,,,,,,,
Ascot Pharmacy at SPAR,18.494914,-33.884603,,Pharmacy,"42 Koeberg Road, Milnerton",,,,,,,,,,,,,,,,,,,,
Caledon Apteek/Pharmacy at SPAR Caledon,19.426902,-34.231791,,Pharmacy,"LILIAN LAING BUILDING, PRINS ALFRED ROAD, CALEDON 7230",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Cape Quarter ,18.418106,-33.91554,,Pharmacy,"27 Somerset road, green point",,,,,,,,,,,,,,,,,,,,
Citrusdal Apteek/ Pharmacy at SPAR Citrusdal,19.013163,-32.593367,,Pharmacy,"46 Voortrekker St, Citrusdal, 7340",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Cylnor,18.834064,-34.063592,,Pharmacy,"Cylnor centre, old stellenbosch road, somerset west",,,,,,,,,,,,,,,,,,,,
Geard Pharmacy at SPAR/Pharmacy at SPAR Geard,18.728675,-33.460875,,Pharmacy,69 Voortrekker Road Malmesbury,,,,,,,,,,,,,,,,,,,,
Medikem Pharmacy at SPAR,19.450368,-33.64123,,Pharmacy,"26a High Street, Worcester",,,,,,,,,,,,,,,,,,,,
Mosskem Pharmacy at SPAR,22.110343,-34.123953,,Pharmacy,"SPAR Centre, cnr Kompanje and Onderbos Ave, Hartenbos",,,,,,,,,,,,,,,,,,,,
Pharmacy at Spar Cape Gate,18.693295,-33.850706,,Pharmacy,"Cape Gate Superspar.Okavango Road, Kraaifontein ",,,,,,,,,,,,,,,,,,,,
Pharmacy at Spar Aurora,18.630986,-33.833365,,Pharmacy,"Aurora Shopping centre, Cnr Aurora and Berton Roads, Durbanville, 7550",,,,,,,,,,,,,,,,,,,,
Bergvliet Pharmacy at SPAR,18.461998,-34.050307,,Pharmacy,"Harry Goemans Centre, 151 Main Road, Bergvliet",,,,,,,,,,,,,,,,,,,,
Pharmacy at Spar Laaiplek,18.154958,-32.770969,,Pharmacy,"1 Jameson Road, Laaiplek",,,,,,,,,,,,,,,,,,,,
Pharmacy at Spar Sonstraal,18.675623,-33.836335,,Pharmacy,"Cnr Langeberg Road & Verdi Boulevard, Durbanville, Cape Town, 7550",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Uitzicht,18.69447,-33.816093,,Pharmacy,"Shop 5, Vatican & Sicily Street, Uitzicht, Cape Town, 7570",,,,,,,,,,,,,,,,,,,,
Pharmacy at Spar Welgevonden,18.858521,-33.901975,,Pharmacy,"Welgevonden Boulevard, Cloetesville, Stellenbosch, 7600",,,,,,,,,,,,,,,,,,,,
Simon's Town Pharmacy at SPAR,18.432122,-34.193491,,Pharmacy,"102 St Georges Street, Simon's Town",,,,,,,,,,,,,,,,,,,,
Vredendal Pharmacy at SPAR,18.506727,-31.666188,,Pharmacy,"1 Pastorie St, Vredendal, 8160",,,,,,,,,,,,,,,,,,,,
Kloof street Pharmacy/Pharmacy at SPAR Kloof Street,18.41244,-33.92813,,Pharmacy,"Shop 3, 1st Floor Lifestyle On Kloof, 50 Kloof street, Cape Town, 8001",,,,,,,,,,,,,,,,,,,,
Damdoryn Pharmacy,27.8306,-25.725606,,Pharmacy,Corner of R512 and R104,,,,,,,,,,,,,,,,,,,,
Flamwood Pharmacy,26.675001,-26.848136,,Pharmacy,Sentral Ave,,,,,,,,,,,,,,,,,,,,
Pieter Nel Pharmacy,26.677722,-26.839224,,Pharmacy,"Shop 5, Cnr Tom Street and Buffelsdoorn Road",,,,,,,,,,,,,,,,,,,,
Sammel & Walker Pharmacy,26.67691,-26.83973,,Pharmacy,85 Buffelsdoorn Road,,,,,,,,,,,,,,,,,,,,
Waldorf Pharmacy,26.665906,-26.866688,,Pharmacy,25 Pretoria Street,,,,,,,,,,,,,,,,,,,,
Lichtenburg (PTY)LTD Pharmacy,26.158039,-26.149953,,Pharmacy,43 Gerrit Maritz Street,,,,,,,,,,,,,,,,,,,,
Linkmed Pharmacy,26.161707,-26.150199,,Pharmacy,33 Gerrit Maritz St,,,,,,,,,,,,,,,,,,,,
Prime Pharm Pharmacy,26.160162,-26.146944,,Pharmacy,36 Dr Nelson Mandela Dr,,,,,,,,,,,,,,,,,,,,
Eras  Pharmacy,25.644738,-25.860482,,Pharmacy,30 Nelson Mandela Drive,,,,,,,,,,,,,,,,,,,,
Itsoseng Pharmacy,25.88175,-26.08291,,Pharmacy,17 Pearl Street,,,,,,,,,,,,,,,,,,,,
Stoddarts Pharmacy,25.64441,-25.86757,,Pharmacy,11A Main Street,,,,,,,,,,,,,,,,,,,,
Molemo Good Health Pharmacy,28.049173,-25.47871,,Pharmacy,"6458 Somafco Cres, Winterveld, 0198",,,,,,,,,,,,,,,,,,,,
Molemo Pharmacy,25.603501,-25.839483,,Pharmacy,Shop 62 Megacity complex,,,,,,,,,,,,,,,,,,,,
Krishna medi Pharmacy,27.778213,-25.638612,,Pharmacy,20 De Wits Ave,,,,,,,,,,,,,,,,,,,,
Le Roux Pharmacy,27.782408,-25.632474,,Pharmacy,14 Van Velden Street,,,,,,,,,,,,,,,,,,,,
Mountain Lake Pharmacy,27.857937,-25.777102,,Pharmacy,Mountain Lake Road,,,,,,,,,,,,,,,,,,,,
Van Rensburg Pharmacy,27.780225,-25.629247,,Pharmacy,1A Hendrik Verwoerd Ave,,,,,,,,,,,,,,,,,,,,
De Villiers Health  and Home Pharmacy,27.394936,-26.357401,,Pharmacy,Shop10-11,,,,,,,,,,,,,,,,,,,,
Kampus Apteek,27.093279,-26.691576,,Pharmacy,Meyer St,,,,,,,,,,,,,,,,,,,,
La Sante Pharmacy,27.09497,-26.69247,,Pharmacy,Cachetpark,,,,,,,,,,,,,,,,,,,,
Medirex Potch Pharmacy,27.09656,-26.71097,,Pharmacy,26 Lombaard Street,,,,,,,,,,,,,,,,,,,,
Mooirivier Pharmacy,27.096983,-26.71397,,Pharmacy,199 Walter Sisulu Ln,,,,,,,,,,,,,,,,,,,,
Olien Pharmacy,28.12123,-26.26921,,Pharmacy,1  Tambo Avenue ,,,,,,,,,,,,,,,,,,,,
Potch Pharmacy,27.102473,-26.713136,,Pharmacy,Shp 51 ,,,,,,,,,,,,,,,,,,,,
Andre Pharmacy,27.24006,-25.6667,,Pharmacy,"Shop 1 Pick `n Pay Centre, Cnr Nelson Mandela Street & President Mbeki Drive",,,,,,,,,,,,,,,,,,,,
Biblio Plaza Pharmacy,27.238255,-25.668478,,Pharmacy,Cnr President Mbeki & Nelson Mandela Drive,,,,,,,,,,,,,,,,,,,,
Ibiza  Pharmacy,27.194594,-25.643725,,Pharmacy,"Shop 62, Tlou Street",,,,,,,,,,,,,,,,,,,,
Kalapeng Bapong Pharmacy,27.655642,-25.721422,,Pharmacy,"Shop 8, Key Rona Shopping Centre",,,,,,,,,,,,,,,,,,,,
Kgabo Pharmacy - Tlhabane,27.215746,-25.639368,,Pharmacy,"Shop 29, Monareng Street",,,,,,,,,,,,,,,,,,,,
Kgoaredi Pharmacy (Rustenburg),27.255854,-25.654448,,Pharmacy,"Shop 2, Church Street",,,,,,,,,,,,,,,,,,,,
Kloof Pharmacy,27.241038,-25.670686,,Pharmacy,56 Nelson Mandela Street,,,,,,,,,,,,,,,,,,,,
Mega Square Pharmacy,27.239949,-25.676947,,Pharmacy,Mega Square,,,,,,,,,,,,,,,,,,,,
Mogwase Pharmacy,27.236449,-25.273374,,Pharmacy,Shop 23,,,,,,,,,,,,,,,,,,,,
Nissens Pharmacy,27.241273,-25.666418,,Pharmacy,118 B Mbeki Drive,,,,,,,,,,,,,,,,,,,,
Rantsho (Tlhabane) Pharmacy,27.22184,-25.64556,,Pharmacy,1095 Makheni St,,,,,,,,,,,,,,,,,,,,
Thabong Good Health - Moruleng Pharmacy,27.175707,-25.155077,,Pharmacy,Main Hospital Road,,,,,,,,,,,,,,,,,,,,
Toka Pharmacy,27.242624,-25.669645,,Pharmacy,"Shop 10B, Fatima Bhayat Street",,,,,,,,,,,,,,,,,,,,
Tuine Pharmacy,27.224932,-25.694402,,Pharmacy,Cnr Safari & Arend Street,,,,,,,,,,,,,,,,,,,,
Ventersdorp Pharmacy,26.826363,-26.31731,,Pharmacy,52 Carmichael Street,,,,,,,,,,,,,,,,,,,,
Atomic Pharmacy,26.667531,-26.977766,,Pharmacy,54 Flecker Ave,,,,,,,,,,,,,,,,,,,,
Ottosdal Pharmacy,25.999546,-26.811557,,Pharmacy,88A Voortrekker Street,,,,,,,,,,,,,,,,,,,,
Wilgerpark Pharmacy,27.102051,-26.710095,,Pharmacy,15 Piet Uys Street,,,,,,,,,,,,,,,,,,,,
Cordell Pharmacy,22.937506,-30.559482,,Pharmacy,Cnr Buiten & Olivier Street,,,,,,,,,,,,,,,,,,,,
Nieuwoudt Pharmacy,25.327932,-27.191484,,Pharmacy,Buiten Street,,,,,,,,,,,,,,,,,,,,
Schweizer Pharmacy,25.328795,-27.19289,,Pharmacy,32D Schweizer Street,,,,,,,,,,,,,,,,,,,,
Deka Pharmacy,26.775178,-26.843435,,Pharmacy,Shop 3 Civic Centre,,,,,,,,,,,,,,,,,,,,
Vryburg Pharmacy,24.727247,-26.959228,,Pharmacy,19 De Kock Street,,,,,,,,,,,,,,,,,,,,
J A Erasmus  Apteek,25.982655,-27.198504,,Pharmacy,Piet Retief Street,,,,,,,,,,,,,,,,,,,,
Tambotie Pharmacy,26.07777,-25.5459,,Pharmacy,23 Church Street,,,,,,,,,,,,,,,,,,,,
Maranatha Pharmacy,26.078564,-25.545157,,Pharmacy,32 Church Street,,,,,,,,,,,,,,,,,,,,
Zeerust Pharmacy,26.08253,-25.54573,,Pharmacy,Coetzee St,,,,,,,,,,,,,,,,,,,,
Brits Mall + Clinic,27.80232,-25.650328,,Pharmacy,Cnr Hendrik Verwoerd Ave & Maple Riudge Rd,,,,,,,,,,,,,,,,,,,,
Nel 2 + Clinic,22.937506,-30.559482,,Pharmacy,"Shop 10, 26 De Witts Ave",,,,,,,,,,,,,,,,,,,,
Nel 3 + Clinic,27.840646,-26.703863,,Pharmacy,20 Carel De Wet St,,,,,,,,,,,,,,,,,,,,
Biblio Plaza + Clinic,27.238255,-25.668478,,Pharmacy,300 President Mbeki Dr,,,,,,,,,,,,,,,,,,,,
Nissens + Clinic,27.241273,-25.666418,,Pharmacy,118B President Mbeki Dr,,,,,,,,,,,,,,,,,,,,
Ridder Street,27.25418,-25.65719,,Pharmacy,38 Ridder St,,,,,,,,,,,,,,,,,,,,
Mooinooi + Clinic,27.556839,-25.750611,,Pharmacy,"Shop 13, Cnr Wilkinson & Lonrho Dr",,,,,,,,,,,,,,,,,,,,
Ifafi Pharmacy,27.900849,-25.738079,,Pharmacy,"Shop 3 Silverside Centre, 1 Die Ou Wapad Street, Ifafi, Hartbeespoort, 0260",,,,,,,,,,,,,,,,,,,,
Schoemansville + Clinic,27.872565,-25.729321,,Pharmacy,Cnr Monica & Devalera Str,,,,,,,,,,,,,,,,,,,,
Pharmacy at Spar Panorama,27.794498,-25.622762,,Pharmacy,"Shop 3 Panorama Shopping Centre, 47 Carel De Wet Avenue, Brits",,,,,,,,,,,,,,,,,,,,
Pharmacy at Spar - Lautz Ln,26.655685,-26.836576,,Pharmacy,"40 LAUTZ AVENUE, FLIMIEDA, KLERKSDORP, 2571",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR - Foro,27.213736,-25.64077,,Pharmacy,"Shop no 3602, Foro Spar Complex, Monareng Street, Tlhabane , Rustenburg",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Manuka,27.20523,-25.6819,,Pharmacy,"Manuka Avenue 127, Shop 1, Geelhoutpark Extention 6, Rustenburg, 0300",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Meiringspark,26.638261,-26.862552,,Pharmacy,"1 Wilco Street, Meiringspark, Klerksdorp, North West, 2570",,,,,,,,,,,,,,,,,,,,
Amanzimtoti Pharmacy,30.870198,-30.065339,,Dischem Brances,"Shop G25, Galleria Shopping Centre, Cnr. Mosskolnic & N2, Umbogintwini, Amanzimtoti,   4126.     K.Z.N.",,,,,,,,,,,,,,,,,,,,
Athol Oaklands Pharmacy,28.06508,-26.12986,,Dischem Brances,"Shop 1, Bluebird Shopping Centre, Cnr. Athol Oaklands & Main Road, Birnam, 2196.  G.P.",,,,,,,,,,,,,,,,,,,,
Ballito Pharmacy,31.212412,-29.527816,,Dischem Brances,"Shop G1, Ballito Junction, Leonora Drive, Ballito, 4420.    K.Z.N.",,,,,,,,,,,,,,,,,,,,
Ballito Lifestyle Pharmacy,31.20016,-29.526512,,Dischem Brances,"Shop 65, Ballito Lifestyle Centre, Douglas Crowe Drive, Cnr P398 & P445 Main Road, Ballito, KZN",,,,,,,,,,,,,,,,,,,,
Bayside Pharmacy,18.489359,-33.82281,,Dischem Brances,"Shop E2-E3, Bayside Shopping Centre, Corner Blouberg & West Coast Road, Tableview,  7441.   Western Cape",,,,,,,,,,,,,,,,,,,,
Baywest Mall Pharmacy,25.460136,-33.951804,,Dischem Brances,"Shop LG05, Baywest Mall, 100 Baywest Boulevard, Hunters Treat, Port Elizabeth, 6017.",,,,,,,,,,,,,,,,,,,,
Bedford Square,28.12555,-26.189013,,Dischem Brances,"Shop G6&7, Bedford Square, Cnr. Van der Linde & Smith Roads, Bedford Gardens, Bedfordview,  2007.     Gauteng",,,,,,,,,,,,,,,,,,,,
Benmore Pharmacy,28.04947,-26.09998,,Dischem Brances,"Shop G14, Benmore Gardens Shopping Centre, Cnr Grayston & Benmore, Sandton,   2010.      G.P.",,,,,,,,,,,,,,,,,,,,
Bloemfontein Pharmacy,26.234101,-29.071595,,Dischem Brances,"Shop 68, Northridge Mall, Eeufees Road, Helicon Heights, Bloemfontein,  9300.    Free State",,,,,,,,,,,,,,,,,,,,
Blue Route Pharmacy,18.453186,-34.06459,,Dischem Brances,"Shop F206, Blue Route Mall, 16 Tokai Road, Tokai, 7945.  Western Cape",,,,,,,,,,,,,,,,,,,,
Boksburg North Pharmacy,28.249434,-26.178909,,Dischem Brances,"Shop11, Northrand Road Centre, Cnr Fire Station & Northrand Road, Eveleigh Ext 2, Boksburg North,  1461.   G.P.",,,,,,,,,,,,,,,,,,,,
Bracken Gardens Pharmacy,28.098754,-26.327648,,Dischem Brances,"119 Hennie Alberts Street, Bracken Gardens Shopping Centre, Cnr Delphinium Street, Alberton,  1449.  G.P. South",,,,,,,,,,,,,,,,,,,,
Brooklyn Mall Pharmacy,28.234856,-25.771151,,Dischem Brances,"Shop 14A, Brooklyn Mall, 338 Bronkhorst St, New Muckleneuk, Brooklyn,  0181.   Pretoria West",,,,,,,,,,,,,,,,,,,,
Canal Walk Pharmacy,18.511299,-33.891939,,Dischem Brances,"Shop 41, Canal Walk Shopping Centre, Century City, 7441.  Western Cape",,,,,,,,,,,,,,,,,,,,
Cape Gate Pharmacy,18.697788,-33.853836,,Dischem Brances,"Shop L49, Cape Gate Shopping Precinct Centre, Cnr Okavango & De Bron Road, Brackenfell, Cape Town.",,,,,,,,,,,,,,,,,,,,
Cape Road Pharmacy,25.57214,-33.94941,,Dischem Brances,"289 Cape Road, Corner 2nd Avenue & Cape Road, Newton Park, 6045, Port Elizabeth.",,,,,,,,,,,,,,,,,,,,
Carlswald Pharmacy,28.11557,-25.97895,,Dischem Brances,"Shop 39, Carlswald Lifestyle Centre, Corner Lever  & New Road, Midrand,  1685.    G.P.",,,,,,,,,,,,,,,,,,,,
Carnival Mall Pharmacy,28.318186,-26.251778,,Dischem Brances,"Shop 161, Carnival Mall, Corner Airport & Heidelberg Rd, Delpark, Brakpan, 1541.   G.P.     ",,,,,,,,,,,,,,,,,,,,
Central Park Pharmacy,18.511828,-33.887522,,Dischem Brances,"Building No.5, Intercare Day Hospital, 3 Park Close, Central Park, Century City,  W.Cape. ",,,,,,,,,,,,,,,,,,,,
Centurion Lake Mall Pharmac,28.186327,-25.85478,,Dischem Brances,"Shop 207F, Centurion Lake Mall, Heuwel Ave, Centurion,   0157.    Pretoria",,,,,,,,,,,,,,,,,,,,
Claremont Cape Pharmacy,18.464904,-33.9804,,Dischem Brances,"Shop G1, Standard Bank Galleria, Claremont, 7708.   Western Cape   ",,,,,,,,,,,,,,,,,,,,
Clearwater Mall Pharmacy,27.903013,-26.12681,,Dischem Brances,"Shop 32, Clearwater mall,Cnr Hendrik Potgieter & Christiaan De Wet, Strubensvalley, 1724.   G.P.",,,,,,,,,,,,,,,,,,,,
Cornubia Pharmacy,31.054815,-29.71114,,Dischem Brances,"Shop U70, Cornubia Regional Shopping Centre, Cnr Dube East Road & Cornubia Boulevard, Umhlanga, KZN.",,,,,,,,,,,,,,,,,,,,
Cradlestone Pharmacy,27.837724,-26.060235,,Dischem Brances,"Shop U47, Cradlestone Mall, Corner Furrow and Hendrik Potgieter Road, Roodekrans, 1724. Gauteng",,,,,,,,,,,,,,,,,,,,
Cresta Pharmacy,27.974238,-26.131705,,Dischem Brances,"Shop BL04, Cresta Regional Shopping Centre, Corner Beyers Naude Drive and Weltevreden Road, Extension 4, Cresta, Randburg, 2195.   G.P.",,,,,,,,,,,,,,,,,,,,
Dainfern Square Pharmacy,28.014193,-25.992883,,Dischem Brances,"Shop 27, Dainfern Square, Cnr.William Nicol Drive and Broadacres Avenue, Fourways, Gauteng.",,,,,,,,,,,,,,,,,,,,
