Facility Name,Longitude,Latitude,Organization Unit Rural_Urban_Semi,Organization Unit Type,Oral Pills (contraception) ,Injectables,IUDs  (contraception) ,Implants (contraception)  ,Female Sterilization (contraception) ,Male Sterilization (contraception) ,Male Medical Circumcision (MMC),TB ,Maternal Health,Mental Health,  Oral health services ,Rehabilitation Services,Minor Ailments,Sexually Transmitted Infections Screenings,HIV Testing ,HIV Treatment (ART) ,Oral PrEP ,Termination of Pregnancy - 1st Trimester,Termination of Pregnancy - 2nd Trimester,AYFS Accredited,CCMDD Pick Up Point,Physical Address
Mandleni Clinic,30.357548,-28.7237,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Mawele Clinic,30.556254,-28.6944,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Mazabeko Clinic,30.587037,-28.5306,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
Mbangweni Clinic,30.403348,-28.8218,Rural,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Mhlangana Clinic,30.301533,-28.8366,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Mumbe Clinic,30.552592,-28.7398,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Ngabayena Clinic,30.439327,-28.576521,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Ngubevu Clinic,30.62022,-28.7404,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
Nocomboshe Clinic,30.622273,-28.668,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Noyibazi Clinic,30.42325,-28.5565,Rural,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Registered,
Pomeroy Correctional Centre,30.42538,-28.5492,Rural,Correctional Centre,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Pomeroy Mobile 1,30.44894,-28.6139,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Qinelani Clinic,30.510776,-28.5314,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Ladysmith Hospital,29.766058,-28.5567,Urban,Regional Hospital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
Rorke's Drift Clinic,30.540275,-28.3628,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,,Registered,
Charles Johnson Memorial Clinic,30.67332,-28.2175,Peri-Urban,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Charles Johnson Memorial Gateway Clinic,30.67332,-28.2175,Peri-Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Charles Johnson Mobile 1,30.673289,-28.2116,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Charles Johnson Mobile 2,30.673289,-28.2116,Rural,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Charles Johnson Mobile 3,30.673289,-28.2116,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,,Registered,
Charles Johnson Mobile 4,30.673289,-28.2116,Rural,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Felani Clinic,30.776845,-28.412,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Hlathi Dam Clinic,30.543403,-28.2375,Rural,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Isandlwana Clinic,30.667854,-28.3606,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
KwaNyezi Clinic,30.758873,-28.3255,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Mangeni Clinic,30.773054,-28.4661,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Manxili Clinic,30.739652,-28.507,Rural,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Masotsheni Clinic,30.576745,-28.2866,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Mhlungwane Clinic,30.83729,-28.1383,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Mkhonjane Clinic,30.577079,-28.1502,Rural,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Nkande Clinic,30.624024,-27.9929,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Nondweni Clinic,30.81733,-28.1946,Peri-Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Ntinini Clinic,30.897884,-28.2692,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Thathezakhe Clinic,30.733361,-28.2045,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Zamimpilo Clinic,30.696234,-28.4382,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Amakhabela Clinic,30.859312,-28.8542,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Amatimatolo Clinic,30.82384,-29.1394,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Ehlanzeni Clinic,30.697046,-28.8611,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Estcourt Hospital,29.893932,-29.0205,Urban,District Hospital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
Eshane Clinic,30.833872,-29.1018,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,,Registered,
Greytown Clinic,30.59935,-29.0664,Peri-Urban,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Greytown Correctional Centre,30.592442,-29.0594,Rural,Correctional Centre,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Greytown Gateway Clinic,30.599351,-29.0663,Peri-Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Greytown Mobile 1,30.599463,-29.0663,Rural,Mobile Service,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Greytown Mobile 2,30.599463,-29.0663,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Greytown Mobile 3,30.599463,-29.0663,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Greytown TB Hospital,30.600049,-29.0657,Peri-Urban,Specialised TB Hospital,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,,Not Registered,
Kranskop Clinic,30.864253,-28.9686,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Kranskop Correctional Centre,30.86558,-28.9641,Rural,Correctional Centre,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
KwaSenge Clinic,30.775305,-28.8082,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Muden Clinic,30.272611,-28.7689,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Ntembisweni Clinic,30.76059,-29.1654,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Pine Street (Greytown) Clinic,30.593677,-29.0585,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Sibuyane Clinic,30.899244,-28.8445,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Ukuthula Clinic,30.606048,-29.0717,Urban,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Acaciavale Clinic,29.79619,-28.5868,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Amakhasi Clinic,30.118241,-28.3171,Rural,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Colenso Satellite Clinic,29.82334,-28.7357,Urban,Satellite Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Driefontein Mobile 1,29.702434,-28.3432,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Driefontein Mobile 2,29.702434,-28.3432,Rural,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Ekuvukeni Clinic,30.15713,-28.4656,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Ezakheni 2 Clinic,29.91672,-28.6188,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Ezakheni E Clinic,29.880666,-28.6303,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Ezakheni Mobile 1,29.90497,-28.614,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Gcinalishone Clinic,30.134101,-28.688,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Kleinfontein Clinic,29.649562,-28.3629,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
KwaMteyi Clinic,30.070762,-28.63,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Emmaus Hospital,29.381335,-28.8524,Rural,District Hospital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
Ladysmith Correctional Centre,29.78821,-28.566,Urban,Correctional Centre,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,,Registered,
Ladysmith Factory Mobile 1,29.78216,-28.5566,Urban,Mobile Service,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Ladysmith Gateway Clinic,29.765105,-28.5589,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Ladysmith Health Care Centre Clinic,29.78,-28.55,Urban,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Limehill Clinic,30.243822,-28.4384,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
Limehill Mobile 1,29.779808,-28.5603,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Limit Hill Clinic,29.805344,-28.5388,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Matiwane Mobile 1,29.779808,-28.5603,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Matiwaneskop Clinic,29.898098,-28.3507,Rural,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Mhlumayo Clinic,30.135422,-28.6531,Rural,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Mhlumayo Mobile 1,29.77977,-28.5603,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Outer West Mobile 1,29.78216,-28.5566,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Rockcliff Clinic,30.207874,-28.5005,Rural,Clinic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
SACTWU HWP Lady Mobile 1,29.762736,-28.557439,Rural,Mobile Service,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Sahlumbe Clinic,30.192821,-28.7391,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
Sigweje Clinic,30.271222,-28.4783,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
St Chads CHC,29.914917,-28.5745,Rural,Community Health Centre,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
Steadville Clinic,29.817466,-28.5613,Peri-Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Tholusizo Clinic,29.838334,-28.7367,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Walton Clinic,29.778474,-28.5575,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Watersmeet Clinic,29.734619,-28.3961,Rural,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
AE Haviland Memorial Clinic,30.092926,-28.8544,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
Connor Street Clinic,29.875241,-29.0098,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Cornfields Clinic,29.863512,-28.8625,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Escourt Correctional Centre,29.62296,-28.9557,Urban,Correctional Centre,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Estcourt Correctional Centre,29.62296,-28.9557,Urban,Correctional Centre,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Vryheid Hospital,30.797088,-27.7583,Urban,District Hospital,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
Estcourt Factories Mobile 1,29.77977,-28.5603,Urban,Mobile Service,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,,Not Registered,
Estcourt Gateway Clinic,29.893897,-29.0199,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Estcourt Mobile 1,29.893793,-29.0197,Rural,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Estcourt Mobile 2,29.893793,-29.0197,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,,Not Registered,
Estcourt Mobile 3,29.893793,-29.0197,Rural,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,,Not Registered,
Estcourt Mobile 4,29.893793,-29.0197,Rural,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Estcourt Mobile 5,29.89379,-29.0197,Rural,Mobile Service,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Estcourt Ultra City HTA Non-Medical Site,29.781094,-28.9221,Rural,Non-Medical Site,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Forderville Clinic,29.870479,-28.9956,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Injisuthi Clinic,29.577493,-28.9403,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
KwaZulu Shoe Company Clinic,30.048702,-28.85085,Rural,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Madiba Clinic,29.692634,-28.9793,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Ncibidwane Clinic,29.636774,-29.1874,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Ntabamhlope Clinic,29.68856,-29.1038,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Benedictine Hospital,31.639325,-27.891,Peri-Urban,District Hospital,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
Wembezi Clinic,29.785244,-29.052,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,,Registered,
Amazizi Clinic,29.042136,-28.6798,Rural,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Bergville Clinic,29.349583,-28.73,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Bergville Correctional Centre,29.13373,-28.5991,Rural,Correctional Centre,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,,Registered,
Bergville Mobile 1,29.353191,-28.734,Rural,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Bergville Mobile 2,29.353191,-28.734,Rural,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Bergville Mobile 3,29.208006,-28.7504,Rural,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Busingatha Clinic,28.998065,-28.7064,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Cathedral Peak Hotel HTA Non-Medical Site,29.206434,-28.9476,Rural,Non-Medical Site,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Cathkin Park Clinic,29.436526,-29.0282,Rural,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Champagne Sports Hotel HTA Non-Medical Site,29.469701,-28.9995,Rural,Non-Medical Site,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Champagne Village HTA Non-Medical Site,29.472,-29.0047,Rural,Non-Medical Site,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Dukuza Clinic,29.208118,-28.7503,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Emmaus Gateway Clinic,29.381757,-28.8526,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Oliviershoek Clinic,29.157833,-28.6992,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Thandanani Clinic (Okhahlamba),29.34958,-28.73,Rural,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Bhekumthetho Clinic,30.737981,-27.9731,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
Bhekuzulu Clinic,30.821912,-27.7765,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
Fuduka Clinic,31.574,-27.6,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Gluckstadt Clinic,31.039209,-27.9741,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Hlobane Clinic,31.00125,-27.7202,Peri-Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Khambi Clinic,31.31442,-27.7784,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
Lakeside Satellite Clinic,30.984022,-27.747849,Rural,Satellite Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Louwsburg Clinic,31.30045,-27.578,Peri-Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
Makhwela Clinic,31.349522,-27.6867,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
Mason Street Clinic,30.801089,-27.7657,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Mondlo 2 Clinic,30.709556,-27.9764,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
Mountain View Mobile 1,31.425381,-27.7813,Rural,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Mountain View Salvation Army Mission Hospital,31.425381,-27.7813,Rural,Specialised TB Hospital,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,,Registered,
Ncome Clinic,30.53152,-28.1037,Rural,Clinic,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Ncome Medium A Correctional Centre,30.53152,-28.1037,Rural,Correctional Centre,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Registered,
Ncome Medium B Correctional Centre,30.53152,-28.1037,Rural,Correctional Centre,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Registered,
Nongoma Correctional Centre,31.64794,-27.8985,Rural,Correctional Centre,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Registered,
Ntababomvu Clinic,30.715102,-28.0384,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,,Registered,
